CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,POB_TOT,ANALF,OVSDE,OVSEE,OVSAE,VHAC,OVPT,PL.5000,PO2SM,IM,GM,AÑO
20,Oaxaca,20561,Yaxe,2442,18.32,20.02,6.84,13.89,70.52,38.98,100,80.27,0.681,Alto,2005
20,Oaxaca,20112,San Baltazar Chichicópam,2439,30.81,2.5,3.25,1.68,39.85,15.91,100,71.51,0.495,Alto,2010
20,Oaxaca,20060,Mixistlón de la Reforma,2438,21.96,0.16,7.19,8.5,49.8,67.31,100,91.41,0.713,Alto,2005
20,Oaxaca,20033,Guadalupe Etla,2433,4.31,1.2,3.56,5.55,31.72,8.26,100,37.65,-0.956,Bajo,2010
20,Oaxaca,20214,San Juan Quiotepec,2429,32.99,1.96,5.92,2.66,66.12,65.29,100,84.69,1.053,Alto,2005
20,Oaxaca,20077,Reyes Etla,2423,7.07,-,2.69,58.21,61.17,24.96,100,69.64,-0.263,Medio,2000
20,Oaxaca,20081,San Agustín Atenango,2422,34.4,-,6.11,13.05,-,-,-,-,0.615,Alto,1995
20,Oaxaca,20395,Santa María Apazco,2422,47.98,-,42.26,86.9,-,-,-,-,2.13,Muy alto,1995
20,Oaxaca,20478,Santiago Nacaltepec,2422,15.22,-,3.56,30.33,50,51.37,100,93.83,0.295,Alto,2000
20,Oaxaca,20117,San Bartolom� Loxicha,2422,21.46,2.48,14.05,15.07,66.12,29.06,100,77.99,1.216,Muy alto,2010
20,Oaxaca,20154,San Ildefonso Amatlón,2407,17.93,0.83,1.83,2.37,44.7,11.41,100,50.49,0.543,Alto,2015
20,Oaxaca,20391,Santa Lucóa Miahuatlón,2406,56.54,-,62.75,23.87,-,-,-,-,2.21,Muy alto,1995
20,Oaxaca,20455,Santiago Ayuquililla,2405,27.35,81.62,21.75,75.34,73.57,39.5,100,94.3,0.938,Alto,1990
20,Oaxaca,20455,Santiago Ayuquililla,2404,20.65,-,9.54,44.73,66.74,24.33,100,79.26,0.78,Alto,2000
20,Oaxaca,20486,Villa Tej�pam de la Unión,2403,8.08,3.38,2.63,10.18,44.91,14.89,100,71.81,0.384,Alto,2015
20,Oaxaca,20213,San Juan Quiahije,2401,61.09,60.38,16.89,55.46,87.04,82.78,100,71.96,1.329,Muy alto,1990
20,Oaxaca,20308,San Pedro Huilotepec,2396,25.66,-,10.23,9.75,-,-,-,-,0.115,Medio,1995
20,Oaxaca,20123,San Bernardo Mixtepec,2394,28.23,2.68,2.35,44.25,59.37,40.06,100,87.77,0.922,Alto,2005
20,Oaxaca,20280,Villa Talea de Castro,2394,8.9,1.27,0.68,1.77,38.47,23.8,100,78.48,0.024,Medio,2010
20,Oaxaca,20154,San Ildefonso Amatlón,2393,18.78,2.26,2.22,18.65,56.38,26.54,100,84.59,0.96,Muy alto,2010
20,Oaxaca,20061,Monjas,2392,37.9,-,9.81,90.19,71,52.61,100,72.25,1.351,Muy alto,2000
20,Oaxaca,20206,San Juan de los Cu�s,2391,15.18,13.43,15.85,32.76,72.78,61.86,100,83.03,-0.047,Medio,1990
20,Oaxaca,20189,San Juan Comaltepec,2389,21.79,1.52,49.64,69.44,74.62,72.25,100,91.32,2.216,Muy alto,2005
20,Oaxaca,20358,Santa Ana Tlapacoyan,2388,27.31,-,4.03,32.03,-,-,-,-,0.589,Alto,1995
20,Oaxaca,20271,San Miguel Mixtepec,2387,41.87,11,15.43,47.11,77.75,71.04,100,87.96,1.999,Muy alto,2005
20,Oaxaca,20388,Santa In�s del Monte,2372,17.9,1.56,5.95,40.03,54.3,11.35,100,63.82,1.205,Alto,2015
20,Oaxaca,20060,Mixistlón de la Reforma,2371,42.86,51.14,35.09,43.31,78.11,91.71,100,96.63,1.224,Muy alto,1990
20,Oaxaca,20027,Chiquihuitlón de Benito Juárez,2368,41.74,1.52,3.8,34.43,52.75,66.39,100,90.11,1.491,Muy alto,2005
20,Oaxaca,20214,San Juan Quiotepec,2367,41.55,-,1.18,8.83,-,-,-,-,0.853,Alto,1995
20,Oaxaca,20344,San Sebastián Coatlón,2366,18.79,-,51.6,20.18,69.25,58.44,100,93.37,1.117,Muy alto,2000
20,Oaxaca,20344,San Sebastián Coatlón,2363,21.25,-,49.85,27.21,-,-,-,-,1.273,Muy alto,1995
20,Oaxaca,20259,San Miguel Ahuehuetitlón,2360,40.12,6.36,1.48,3.01,46.83,17.03,100,72.69,1.759,Muy alto,2015
20,Oaxaca,20061,Monjas,2359,47.63,78.47,26.11,87.56,82.75,65.79,100,93.54,1.51,Muy alto,1990
20,Oaxaca,20081,San Agustín Atenango,2358,39.63,45.13,10.45,15.92,67.31,60.6,100,78.26,0.409,Alto,1990
20,Oaxaca,20363,Santa Catarina Ixtepeji,2358,6.68,-,1.99,12.47,-,-,-,-,0.243,Medio,1995
20,Oaxaca,20206,San Juan de los Cu�s,2357,15.81,0.55,1.7,0.09,42.45,26.22,100,76.95,0.244,Medio,2010
20,Oaxaca,20091,San Andr�s Huay�pam,2355,6.46,8.48,9.51,15.37,51.72,22.52,100,60.49,-1.206,Bajo,1990
20,Oaxaca,20158,San Jacinto Tlacotepec,2355,27.54,-,6.18,86.03,82.51,90.03,100,96.62,1.617,Muy alto,2000
20,Oaxaca,20519,Santo Domingo Tomaltepec,2353,14.61,53.36,2.72,28.78,79.27,58.21,100,83.21,0.261,Alto,1990
20,Oaxaca,20490,Santiago Texcalcingo,2349,49.03,27.76,16.99,95.98,72.34,89.36,100,95.95,1.385,Muy alto,1990
20,Oaxaca,20033,Guadalupe Etla,2349,6.22,2.51,3.52,2.69,38.04,11.05,100,56.31,-0.895,Bajo,2005
20,Oaxaca,20497,Santiago Yaitepec,2346,72.54,65.47,6.2,9.42,79.64,70.29,100,89.07,1.283,Muy alto,1990
20,Oaxaca,20193,San Juan del Estado,2345,13.9,16.15,6.41,6.88,75.4,57.99,100,76.54,-0.21,Medio,1990
20,Oaxaca,20189,San Juan Comaltepec,2338,27.26,-,45.39,35.26,82.1,89.15,100,95.01,1.656,Muy alto,2000
20,Oaxaca,20117,San Bartolom� Loxicha,2337,21.54,1.33,13,7.4,52.05,17.03,100,52.99,1.36,Muy alto,2015
20,Oaxaca,20496,Santiago Xiacu�,2333,11.01,7.42,2.44,6.77,54.63,41.86,100,88.09,-0.72,Bajo,1990
20,Oaxaca,20531,Santo Tomás Mazaltepec,2333,7.58,7.42,1.85,3,41.62,10.84,100,66.89,-0.314,Medio,2010
20,Oaxaca,20344,San Sebastián Coatlón,2329,24.44,56.5,53.54,52.73,79.58,72.02,100,94.78,1.138,Muy alto,1990
20,Oaxaca,20180,San Juan Bautista Lo de Soto,2325,20.58,15.1,1.77,1.76,40.06,18.28,100,74.96,0.404,Alto,2010
20,Oaxaca,20435,Santa María Tepantlali,2318,70.68,51.34,56.15,70.74,77.8,89.03,100,92.54,1.839,Muy alto,1990
20,Oaxaca,20081,San Agustín Atenango,2318,34.83,-,6.5,7.77,45.51,39.62,100,88.74,0.542,Alto,2000
20,Oaxaca,20486,Villa Tej�pam de la Unión,2317,21.21,45.68,16.88,15.94,67.45,35.4,100,88.94,0.039,Medio,1990
20,Oaxaca,20363,Santa Catarina Ixtepeji,2315,7.71,18.43,5.7,7.92,67.28,67.52,100,91.75,-0.23,Medio,1990
20,Oaxaca,20435,Santa María Tepantlali,2315,43.56,8.85,19.64,7.59,59.34,65.87,100,91.86,1.555,Muy alto,2005
20,Oaxaca,20214,San Juan Quiotepec,2313,29.5,0.78,5.36,8.52,54.25,39.56,100,88.54,1.274,Muy alto,2010
20,Oaxaca,20527,Santos Reyes P�palo,2312,36.6,51.69,9.17,56.2,87.41,88.93,100,97.66,1.336,Muy alto,1990
20,Oaxaca,20486,Villa Tej�pam De La Unión,2306,14.79,-,4.84,10.86,55.23,30.87,100,81.74,-0.015,Alto,2000
20,Oaxaca,20237,San Marcos Arteaga,2303,17.52,-,3.1,8.14,53.61,15.27,100,76.25,-0.159,Medio,2000
20,Oaxaca,20519,Santo Domingo Tomaltepec,2303,6.69,0.75,1.91,32.98,46.89,13.49,100,75.41,-0.217,Medio,2005
20,Oaxaca,20527,Santos Reyes P�palo,2300,31.28,-,5.61,14.35,-,-,-,-,1.19,Muy alto,1995
20,Oaxaca,20240,San Martín Itunyoso,2299,54.04,-,16.83,72.22,-,-,-,-,1.849,Muy alto,1995
20,Oaxaca,20240,San Martín Itunyoso,2298,35.65,1.22,3.92,43.36,49.22,41.5,100,70.45,2.348,Muy alto,2015
20,Oaxaca,20182,San Juan Bautista Tlacoatzintepec,2292,32.28,1.33,4.6,14.07,40.13,36.48,100,83.52,1.159,Muy alto,2010
20,Oaxaca,20038,Villa Hidalgo,2287,35.93,-,17.04,13.92,-,-,-,-,0.233,Medio,1995
20,Oaxaca,20180,San Juan Bautista Lo De Soto,2286,26.12,-,5.31,5.82,54.26,37.55,100,79.32,0.402,Alto,2000
20,Oaxaca,20193,San Juan Del Estado,2285,12.74,-,5.22,2.67,64.74,46.21,100,73.28,-0.035,Alto,2000
20,Oaxaca,20174,�nimas Trujano,2282,11.95,18.32,3.94,61.44,64.53,18.42,100,75.92,-0.486,Medio,1990
20,Oaxaca,20297,San Pablo Tijaltepec,2279,40,83.34,47.06,63.9,74.69,92.55,100,91.41,1.408,Muy alto,1990
20,Oaxaca,20280,Villa Talea de Castro,2279,5.87,1.36,0.09,1.36,31.92,16.99,100,72.41,0.036,Medio,2015
20,Oaxaca,20264,San Miguel Chicahua,2276,30.56,-,66.09,69,74.36,54.34,100,94.77,1.737,Muy alto,2000
20,Oaxaca,20453,Santiago Astata,2275,20.46,60.09,14.42,21.68,68.76,45.47,100,83.12,0.03,Medio,1990
20,Oaxaca,20117,San Bartolom� Loxicha,2275,29.82,-,48.53,30.51,-,-,-,-,1.528,Muy alto,1995
20,Oaxaca,20388,Santa In�s del Monte,2275,24.8,4.67,7.53,96.74,74.03,78.55,100,91.54,1.74,Muy alto,2005
20,Oaxaca,20264,San Miguel Chicahua,2274,26.76,4.53,11.34,42.58,44.72,28.1,100,82.81,1.235,Muy alto,2010
20,Oaxaca,20454,Santiago Atitlón,2270,43.15,35.13,50.84,60.86,77.68,91.09,100,93.46,1.277,Muy alto,1990
20,Oaxaca,20336,San Pedro Y�lox,2267,22.26,10.63,11.38,8.65,53.2,34.19,100,86.23,1.254,Muy alto,2010
20,Oaxaca,20259,San Miguel Ahuehuetitlón,2261,49.32,-,5.38,10.77,71.31,56.58,100,86.29,1.254,Muy alto,2000
20,Oaxaca,20455,Santiago Ayuquililla,2261,19.09,26.14,5.59,42.78,65.25,26.27,100,76.19,0.831,Alto,2005
20,Oaxaca,20158,San Jacinto Tlacotepec,2258,18.61,1.2,2.68,5.4,48.27,18.58,100,75.53,1.025,Alto,2015
20,Oaxaca,20080,San Agustín Amatengo,2256,35.81,33.38,1.95,33.42,55.76,72.91,100,93.17,0.316,Alto,1990
20,Oaxaca,20561,Yaxe,2256,20.29,-,11.29,24.76,75.05,61.07,100,83.51,0.827,Alto,2000
20,Oaxaca,20297,San Pablo Tijaltepec,2252,29.4,-,32.85,48.45,-,-,-,-,1.415,Muy alto,1995
20,Oaxaca,20027,Chiquihuitlón de Benito Juárez,2251,35.7,1.2,3.63,11.07,35.95,11.29,100,84.78,1.592,Muy alto,2015
20,Oaxaca,20372,Santa Catarina Yosonot�,2244,50.12,83.18,73.61,89.61,63.9,82.77,100,80.82,1.528,Muy alto,1990
20,Oaxaca,20455,Santiago Ayuquililla,2242,20.96,-,14.18,45.8,-,-,-,-,0.305,Medio,1995
20,Oaxaca,20182,San Juan Bautista Tlacoatzintepec,2242,37.17,-,7.42,16.67,58.94,68.47,100,91.76,0.888,Alto,2000
20,Oaxaca,20182,San Juan Bautista Tlacoatzintepec,2241,38.18,2.12,3.02,11.58,54.76,55.1,100,88.2,1.043,Alto,2005
20,Oaxaca,20146,San Francisco Logueche,2240,33.63,1.44,5.4,40.67,83.85,79.69,100,79.89,1.556,Muy alto,2005
20,Oaxaca,20280,Villa Talea de Castro,2237,9.84,1.08,0.22,1.08,40.37,35.74,100,86.73,-0.096,Medio,2005
20,Oaxaca,20308,San Pedro Huilotepec,2236,27.32,66.49,19.04,15.25,81.38,68.86,100,70.87,0.368,Alto,1990
20,Oaxaca,20448,Santa María Zaniza,2234,21.48,0.18,1.08,2.43,69.69,37.32,100,89.02,1.72,Muy alto,2015
20,Oaxaca,20259,San Miguel Ahuehuetitlón,2231,62.39,90.57,20.35,50.94,78.38,66.67,100,94.39,1.64,Muy alto,1990
20,Oaxaca,20158,San Jacinto Tlacotepec,2231,23.16,0.36,4.83,79.07,63.51,27.83,100,83.19,1.574,Muy alto,2010
20,Oaxaca,20237,San Marcos Arteaga,2230,24.5,34.57,5.7,21.13,60.71,26.59,100,82.88,-0.209,Medio,1990
20,Oaxaca,20259,San Miguel Ahuehuetitlón,2226,49.51,13.23,3.75,5.21,62.28,58.94,100,82.94,1.61,Muy alto,2005
20,Oaxaca,20253,San Mateo Pi�as,2226,24.13,1.04,28.04,56.8,49.25,29.21,100,85.66,1.818,Muy alto,2010
20,Oaxaca,20352,San Simón Zahuatlón,2225,67.23,-,8.31,100,91.06,21.07,100,93.56,2.261,Muy alto,2000
20,Oaxaca,20237,San Marcos Arteaga,2223,20.59,-,2.16,8.86,-,-,-,-,-0.246,Medio,1995
20,Oaxaca,20038,Villa Hidalgo,2220,45.04,22.19,14.82,13.7,62.93,57.51,100,86.25,0.278,Alto,1990
20,Oaxaca,20356,Santa Ana del Valle,2220,14.18,79.37,1.22,67.01,76.24,49.68,100,89.77,0.573,Alto,1990
20,Oaxaca,20433,Santa María Temaxcaltepec,2219,50.16,-,42.04,29.48,82.04,88.44,100,95.29,2.164,Muy alto,2000
20,Oaxaca,20187,San Juan Coatz�spam,2213,47.7,76.46,6.65,10.01,84.29,92.5,100,86.17,1.12,Alto,1990
20,Oaxaca,20388,Santa In�s Del Monte,2212,33.61,-,12.9,90.32,84.24,80.67,100,95.24,1.763,Muy alto,2000
20,Oaxaca,20388,Santa In�s Del Monte,2209,30.58,-,17.66,38.7,-,-,-,-,1.492,Muy alto,1995
20,Oaxaca,20425,Santa María P�palo,2209,20.54,0.54,3.85,17.58,55.82,42.22,100,96.25,1.255,Muy alto,2010
20,Oaxaca,20569,Santa In�s de Zaragoza,2205,18.22,75.15,71.29,93.97,68.7,64.95,100,97.71,1.199,Muy alto,1990
20,Oaxaca,20349,San Sebastián Teitipac,2204,18.49,-,4.54,56.26,-,-,-,-,0.867,Alto,1995
20,Oaxaca,20486,Villa Tej�pam De La Unión,2201,16.83,-,5.97,15.4,-,-,-,-,0.005,Medio,1995
20,Oaxaca,20264,San Miguel Chicahua,2200,31.69,-,77.6,78.51,-,-,-,-,2.249,Muy alto,1995
20,Oaxaca,20193,San Juan del Estado,2200,11.9,1.88,2.67,1.51,53.1,36.91,100,70.44,-0.044,Alto,2005
20,Oaxaca,20412,Santa María Guienagati,2198,27.83,71.14,55.34,40.4,73.46,38.17,100,79.61,0.773,Alto,1990
20,Oaxaca,20533,Santo Tomás Tamazulapan,2191,14.34,6.63,6.06,6.28,53.05,20.36,100,60.85,0.344,Medio,2010
20,Oaxaca,20065,Ixpantepec Nieves,2183,46.29,73.65,3.38,40.13,69.98,59.31,100,83.76,0.847,Alto,1990
20,Oaxaca,20182,San Juan Bautista Tlacoatzintepec,2182,41.27,-,6.91,40.88,-,-,-,-,1.492,Muy alto,1995
20,Oaxaca,20182,San Juan Bautista Tlacoatzintepec,2178,29.98,0.23,2.02,14.48,35.94,11.79,100,56,0.934,Alto,2015
20,Oaxaca,20486,Villa Tej�pam de la Unión,2177,11.96,3.93,1.9,8.97,57.47,31.56,100,78.57,0.024,Alto,2005
20,Oaxaca,20187,San Juan Coatz�spam,2176,40.4,-,6.55,92.05,-,-,-,-,1.812,Muy alto,1995
20,Oaxaca,20349,San Sebastián Teitipac,2175,21.51,63.45,9.29,70.67,79.8,65.2,100,72.03,0.589,Alto,1990
20,Oaxaca,20481,Santiago Nuyo�,2173,22.08,0.64,6.04,11.18,59.75,65.39,100,86.02,0.62,Alto,2005
20,Oaxaca,20260,San Miguel Alo�pam,2172,17.74,1.43,0.37,1.11,39.79,25.44,100,52.77,0.664,Alto,2015
20,Oaxaca,20323,San Pedro Ocotepec,2171,32.14,2.72,10.69,4.39,63.72,63.54,100,83.36,1.024,Alto,2005
20,Oaxaca,20496,Santiago Xiacu�,2171,3.98,0.46,0.61,0,30.9,17.49,100,57.38,-0.727,Bajo,2010
20,Oaxaca,20094,San Andr�s Nuxi�o,2168,13.2,-,46.24,85.82,-,-,-,-,1.439,Muy alto,1995
20,Oaxaca,20271,San Miguel Mixtepec,2168,48.55,-,52.79,37.55,-,-,-,-,1.956,Muy alto,1995
20,Oaxaca,20104,San Antonino el Alto,2156,25.86,74.58,49.17,72.87,78.55,80.14,100,91.02,1.253,Muy alto,1990
20,Oaxaca,20233,San Lucas Quiavin�,2156,41.26,50.63,9.74,9.01,83.71,58.78,100,71,0.493,Alto,1990
20,Oaxaca,20089,San Andr�s Dinicuiti,2156,21.35,-,2.37,5.15,-,-,-,-,0.012,Medio,1995
20,Oaxaca,20212,San Juan Petlapa,2153,48.11,59.03,99.12,91.57,75.06,100,100,67.57,1.822,Muy alto,1990
20,Oaxaca,20353,Santa Ana,2153,13.26,0.23,3.77,2.65,41.2,9.43,100,36.55,0.096,Alto,2015
20,Oaxaca,20089,San Andr�s Dinicuiti,2152,16.45,7.67,1.35,0.98,46.73,12.44,100,60.83,0.129,Medio,2010
20,Oaxaca,20152,San Francisco Tlapancingo,2152,34.84,9.15,2.7,31.64,56.19,22.49,100,93.88,1.64,Muy alto,2010
20,Oaxaca,20061,Monjas,2150,41.31,-,10.93,87.12,-,-,-,-,1.512,Muy alto,1995
20,Oaxaca,20297,San Pablo Tijaltepec,2150,30.37,7.6,14.43,10.45,60.96,43.74,100,91.97,1.695,Muy alto,2010
20,Oaxaca,20356,Santa Ana Del Valle,2147,10.89,-,0.47,64.38,-,-,-,-,0.457,Alto,1995
20,Oaxaca,20158,San Jacinto Tlacotepec,2145,27.53,0.14,3.68,90.33,72.56,51.38,100,92.87,1.626,Muy alto,2005
20,Oaxaca,20117,San Bartolom� Loxicha,2144,34.72,93.55,51.96,45.07,76.96,92.44,100,96.24,1.51,Muy alto,1990
20,Oaxaca,20356,Santa Ana Del Valle,2140,10.9,-,0.33,60.45,60,44.13,100,91.34,0.697,Alto,2000
20,Oaxaca,20180,San Juan Bautista Lo de Soto,2140,25.9,23.16,1.16,0.55,47.7,29.48,100,76.24,0.303,Alto,2005
20,Oaxaca,20089,San Andr�s Dinicuiti,2136,20.09,-,2.16,1.59,61.62,19.61,100,84.2,0.227,Alto,2000
20,Oaxaca,20139,San Francisco Chapulapa,2136,31.57,1.55,8.95,19.19,67.47,23.29,100,90.2,1.627,Muy alto,2010
20,Oaxaca,20069,La Pe,2135,28.67,3.61,5.69,6.29,72.89,59.46,100,89.66,1.076,Muy alto,2005
20,Oaxaca,20323,San Pedro Ocotepec,2135,22.02,0.7,9.85,1.08,63.17,39.77,100,91.53,1.251,Muy alto,2010
20,Oaxaca,20193,San Juan Del Estado,2134,14.23,-,4.92,5.64,-,-,-,-,-0.057,Medio,1995
20,Oaxaca,20038,Villa Hidalgo,2132,33.5,-,16.45,10.32,53.55,55.15,100,84.22,0.594,Alto,2000
20,Oaxaca,20533,Santo Tomás Tamazulapan,2132,11.24,2.4,3.52,2.95,45.52,16.7,100,52.14,0.366,Alto,2015
20,Oaxaca,20259,San Miguel Ahuehuetitlón,2130,56.54,-,8.6,20.22,-,-,-,-,1.074,Muy alto,1995
20,Oaxaca,20154,San Ildefonso Amatlón,2128,26.76,52.4,27.58,65.13,83.1,81.48,100,93.07,1.051,Alto,1990
20,Oaxaca,20380,Santa Cruz Papalutla,2127,8.99,1.79,0.8,10.77,40.13,26.19,100,66.39,0.511,Alto,2015
20,Oaxaca,20535,San Vicente Lachix�o,2126,52.16,52.97,70.41,58.09,91.67,87.99,100,89.71,1.712,Muy alto,1990
20,Oaxaca,20252,San Mateo Pe�asco,2116,31.99,7.09,7.12,6.82,55.64,19.19,100,69.96,0.967,Muy alto,2010
20,Oaxaca,20089,San Andr�s Dinicuiti,2114,16.42,17.36,1.76,1.33,56.81,15.96,100,80.93,0.178,Alto,2005
20,Oaxaca,20038,Villa Hidalgo,2112,26.25,2.54,12.8,11.62,45.47,39.7,100,79.67,1.134,Muy alto,2010
20,Oaxaca,20089,San Andr�s Dinicuiti,2112,12.99,3.81,1.14,1.47,42.86,6.5,100,58.17,0.206,Alto,2015
20,Oaxaca,20237,San Marcos Arteaga,2110,15.93,6.63,0.81,6.68,50.1,16.41,100,73.29,0.048,Alto,2005
20,Oaxaca,20405,Villa de Chilapa de Díaz,2110,14.55,0.76,0.28,0.57,39.77,9.53,100,66.38,0.232,Alto,2015
20,Oaxaca,20152,San Francisco Tlapancingo,2109,27.55,3.75,2.18,37.98,44.71,30.35,100,56.11,1.723,Muy alto,2015
20,Oaxaca,20158,San Jacinto Tlacotepec,2108,32.57,-,6.74,46.39,-,-,-,-,1.516,Muy alto,1995
20,Oaxaca,20061,Monjas,2104,34.61,15.94,4.86,81.57,57.75,30,100,69.44,1.213,Muy alto,2005
20,Oaxaca,20323,San Pedro Ocotepec,2098,18.04,0.05,8.8,0.86,47.19,8.89,100,46.51,0.651,Alto,2015
20,Oaxaca,20271,San Miguel Mixtepec,2097,45.14,-,32.62,28.86,79.85,76.6,100,91.51,1.86,Muy alto,2000
20,Oaxaca,20264,San Miguel Chicahua,2097,20.04,2,6.82,28.04,46.79,24.94,100,51.13,1.215,Alto,2015
20,Oaxaca,20003,AsunCién Cacalotepec,2095,31.94,4.64,5.85,37.67,49.64,65.07,100,88.48,1.078,Muy alto,2005
20,Oaxaca,20167,San José del Pe�asco,2094,14.33,0.77,4.43,38.19,59.47,36.25,100,83.25,1.002,Muy alto,2010
20,Oaxaca,20212,San Juan Petlapa,2091,48.61,-,50.45,64.75,-,-,-,-,2.13,Muy alto,1995
20,Oaxaca,20499,Santiago Yolom�catl,2090,4.29,0.81,0.96,5.6,32.09,5.9,100,47.87,-0.616,Bajo,2015
20,Oaxaca,20233,San Lucas Quiavin�,2088,36.49,-,4.76,5.14,-,-,-,-,0.696,Alto,1995
20,Oaxaca,20425,Santa María P�palo,2087,24.03,0.1,1.44,34.2,62.04,88.15,100,91.79,1.234,Muy alto,2005
20,Oaxaca,20255,San Mateo Sindihui,2086,33.62,1.97,1.97,31.32,65.94,38.06,100,90.98,1.679,Muy alto,2010
20,Oaxaca,20425,Santa María P�palo,2086,19.69,1.05,0.77,5.37,46.6,14.38,100,47.64,0.595,Alto,2015
20,Oaxaca,20253,San Mateo Pi�as,2084,21.38,0.29,13,29.56,37.03,25.34,100,42.93,1.429,Muy alto,2015
20,Oaxaca,20425,Santa María P�palo,2081,21.18,-,8.27,19.92,69.56,94,100,95.5,1.038,Alto,2000
20,Oaxaca,20342,San Raymundo Jalpan,2079,4.95,1.06,6.59,6.8,40.88,18.39,100,47.97,-0.439,Medio,2010
20,Oaxaca,20160,San Jer�nimo Silacayoapilla,2075,27.63,70.9,8.87,35.53,70.12,27.29,100,87.38,0.369,Alto,1990
20,Oaxaca,20403,Santa María Coyotepec,2070,6.47,0.99,3.26,20.57,45.25,15.88,100,63.94,-0.546,Medio,2005
20,Oaxaca,20094,San Andr�s Nuxi�o,2067,13.77,-,36.43,76.81,71.9,64.06,100,88.11,1.113,Muy alto,2000
20,Oaxaca,20356,Santa Ana del Valle,2067,7.35,1.99,0.53,6.64,33.23,7.94,100,71.9,0.068,Medio,2015
20,Oaxaca,20189,San Juan Comaltepec,2065,34.88,53.05,48.02,78.46,90.59,96.95,100,27.05,1,Alto,1990
20,Oaxaca,20152,San Francisco Tlapancingo,2064,47,-,5.16,32.48,70.49,59.47,100,86.8,1.282,Muy alto,2000
20,Oaxaca,20349,San Sebastián Teitipac,2062,17.99,-,4.05,46.06,58.49,67.18,100,82.03,0.691,Alto,2000
20,Oaxaca,20252,San Mateo Pe�asco,2062,29.79,1.55,3.89,4.52,42.93,21.5,100,84.03,1.415,Muy alto,2015
20,Oaxaca,20569,Santa In�s De Zaragoza,2061,13.62,-,6.84,89.82,-,-,-,-,1.016,Muy alto,1995
20,Oaxaca,20340,San Pedro Y San Pablo Tequixtepec,2061,13.76,-,8.23,13.5,40.87,30.46,100,89.39,0.051,Alto,2000
20,Oaxaca,20139,San Francisco Chapulapa,2045,27.69,0.1,5.06,11.92,58.4,23.8,100,31.18,1.37,Muy alto,2015
20,Oaxaca,20405,Villa de Chilapa de Díaz,2039,24.39,33.02,6.67,9.62,55.8,37.03,100,87.33,-0.227,Medio,1990
20,Oaxaca,20264,San Miguel Chicahua,2035,24.38,2.01,39.52,49.85,62.85,45.79,100,91.09,1.538,Muy alto,2005
20,Oaxaca,20167,San José del Pe�asco,2035,9.14,0.39,5.32,19,48.71,50.61,100,53.52,1.277,Muy alto,2015
20,Oaxaca,20343,San Sebastián Abasolo,2032,9.08,-,1.23,17.27,-,-,-,-,0.437,Alto,1995
20,Oaxaca,20069,La Pe,2032,28.16,-,10.41,3.3,76.64,69.97,100,93.29,1.071,Muy alto,2000
20,Oaxaca,20343,San Sebastián Abasolo,2030,12.2,24.58,2.76,23.2,78.98,74.38,100,88.17,-0.064,Medio,1990
20,Oaxaca,20065,Ixpantepec Nieves,2030,35.06,-,2.33,17.99,-,-,-,-,0.573,Alto,1995
20,Oaxaca,20343,San Sebastián Abasolo,2029,7.87,-,1.18,13.37,66.27,36.08,100,85.97,-0.158,Medio,2000
20,Oaxaca,20003,AsunCién Cacalotepec,2027,25.27,0.79,3.26,6.02,33.48,24.03,100,65.53,0.906,Alto,2015
20,Oaxaca,20531,Santo Tomás Mazaltepec,2021,12.84,-,2.39,5.62,-,-,-,-,0.287,Medio,1995
20,Oaxaca,20499,Santiago Yolom�catl,2021,5.9,1.52,4.3,5.41,38.95,10.46,100,55.56,-0.549,Medio,2010
20,Oaxaca,20187,San Juan Coatz�spam,2019,35.51,2.63,7.1,40.34,72.91,78.43,100,91.36,1.675,Muy alto,2005
20,Oaxaca,20255,San Mateo Sindihui,2019,27.42,2.87,1.64,7.38,55.97,12.01,100,77.25,1.259,Muy alto,2015
20,Oaxaca,20388,Santa In�s del Monte,2018,42.28,93.33,53.74,92.27,89.67,90.59,100,91.82,1.933,Muy alto,1990
20,Oaxaca,20154,San Ildefonso Amatlón,2009,21.98,0.8,3.43,35.32,56.81,42.78,100,90.22,0.884,Alto,2005
20,Oaxaca,20448,Santa María Zaniza,2009,25.9,1.19,4.23,8.11,77.22,57.44,100,95.98,1.743,Muy alto,2010
20,Oaxaca,20094,San Andr�s Nuxi�o,2008,15.34,71.66,56.82,95.09,80.58,58.84,100,93.35,1.064,Alto,1990
20,Oaxaca,20033,Guadalupe Etla,2004,6.14,-,3.36,14.42,51.07,11.52,100,58.58,-0.85,Bajo,2000
20,Oaxaca,20561,Yaxe,2003,22.86,-,9.09,32.65,-,-,-,-,1.116,Muy alto,1995
20,Oaxaca,20356,Santa Ana del Valle,1996,9.17,5.58,1.38,53.02,45.31,34.59,100,87.79,0.399,Alto,2005
20,Oaxaca,20487,Santiago Tenango,1995,5.37,3.06,4.36,9.32,41.11,19.34,100,54.39,0.117,Alto,2015
20,Oaxaca,20356,Santa Ana del Valle,1993,9.77,12.67,1.16,45.28,42.21,14.21,100,71.72,0.425,Alto,2010
20,Oaxaca,20148,San Francisco Ozolotepec,1991,34.17,-,11.47,5.03,81.89,86.36,100,92.54,1.198,Muy alto,2000
